Energy Source,Unit,Quantity,CO2 Emission (tonnes),Carbon Footprint Value (kg CO2e)
Petrol,liters,2145.87,4.95696,4956.96
Petrol,liters,1064.08,2.458025,2458.02
Petrol,liters,6833.87,15.78624,15786.24
Petrol,liters,6610.67,15.270648,15270.65
Petrol,liters,9506.56,21.960154,21960.15
Petrol,liters,7299.49,16.861822,16861.82
Petrol,liters,529.94,1.224161,1224.16
Petrol,liters,8843.61,20.428739,20428.74
Petrol,liters,8628.12,19.930957,19930.96
Petrol,liters,4438.77,10.253559,10253.56
Petrol,liters,5862.77,13.542999,13543.0
Petrol,liters,9761.02,22.547956,22547.96
Petrol,liters,5327.72,12.307033,12307.03
Petrol,liters,9054.17,20.915133,20915.13
Petrol,liters,839.56,1.939384,1939.38
Petrol,liters,1918.61,4.431989,4431.99
Petrol,liters,4413.14,10.194353,10194.35
Petrol,liters,5851.72,13.517473,13517.47
Petrol,liters,8164.12,18.859117,18859.12
Petrol,liters,9882.74,22.829129,22829.13
Petrol,liters,3894.63,8.996595,8996.6
Petrol,liters,483.68,1.117301,1117.3
Petrol,liters,8013.7,18.511647,18511.65
Petrol,liters,6047.76,13.970326,13970.33
Petrol,liters,1993.44,4.604846,4604.85
Petrol,liters,4953.34,11.442215,11442.22
Petrol,liters,7425.68,17.153321,17153.32
Petrol,liters,7706.41,17.801807,17801.81
Petrol,liters,5001.19,11.552749,11552.75
Petrol,liters,3059.09,7.066498,7066.5
Petrol,liters,9737.69,22.494064,22494.06
Petrol,liters,6636.99,15.331447,15331.45
Petrol,liters,4088.29,9.44395,9443.95
Petrol,liters,2811.83,6.495327,6495.33
Petrol,liters,7313.72,16.894693,16894.69
Petrol,liters,2429.41,5.611937,5611.94
Petrol,liters,1725.38,3.985628,3985.63
Petrol,liters,5303.04,12.250022,12250.02
Petrol,liters,2906.97,6.715101,6715.1
Petrol,liters,6292.76,14.536276,14536.28
Petrol,liters,1188.21,2.744765,2744.77
Petrol,liters,6552.86,15.137107,15137.11
Petrol,liters,2840.13,6.5607,6560.7
Petrol,liters,12.43,0.028713,28.71
Petrol,liters,1278.09,2.952388,2952.39
Petrol,liters,9336.82,21.568054,21568.05
Petrol,liters,8674.87,20.03895,20038.95
Petrol,liters,2343.75,5.414062,5414.06
Petrol,liters,7785.94,17.985521,17985.52
Petrol,liters,6089.63,14.067045,14067.05
Petrol,liters,9709.34,22.428575,22428.58
Petrol,liters,3742.32,8.644759,8644.76
Petrol,liters,6817.79,15.749095,15749.09
Petrol,liters,644.72,1.489303,1489.3
Petrol,liters,3968.51,9.167258,9167.26
Petrol,liters,9638.54,22.265027,22265.03
Petrol,liters,5394.42,12.46111,12461.11
Petrol,liters,2885.92,6.666475,6666.48
Petrol,liters,1211.51,2.798588,2798.59
Petrol,liters,7038.25,16.258357,16258.36
Petrol,liters,6452.11,14.904374,14904.37
Petrol,liters,3745.65,8.652451,8652.45
Petrol,liters,9509.9,21.967869,21967.87
Petrol,liters,231.81,0.535481,535.48
Petrol,liters,3044.2,7.032102,7032.1
Petrol,liters,9211.48,21.278519,21278.52
Petrol,liters,3216.15,7.429307,7429.31
Petrol,liters,2530.01,5.844323,5844.32
Petrol,liters,5346.86,12.351247,12351.25
Petrol,liters,8239.78,19.033892,19033.89
Petrol,liters,1040.44,2.403416,2403.42
Petrol,liters,9430.78,21.785102,21785.1
Petrol,liters,7952.78,18.370922,18370.92
Petrol,liters,1820.69,4.205794,4205.79
Petrol,liters,7122.96,16.454038,16454.04
Petrol,liters,3855.74,8.906759,8906.76
Petrol,liters,4028.92,9.306805,9306.81
Petrol,liters,7835.07,18.099012,18099.01
Petrol,liters,9628.22,22.241188,22241.19
Petrol,liters,1275.29,2.94592,2945.92
Petrol,liters,4212.1,9.729951,9729.95
Petrol,liters,4814.61,11.121749,11121.75
Petrol,liters,3769.36,8.707222,8707.22
Petrol,liters,3638.26,8.404381,8404.38
Petrol,liters,532.16,1.22929,1229.29
Petrol,liters,6858.53,15.843204,15843.2
Petrol,liters,4367.78,10.089572,10089.57
Petrol,liters,1955.99,4.518337,4518.34
Petrol,liters,8162.17,18.854613,18854.61
Petrol,liters,8027.58,18.54371,18543.71
Petrol,liters,4869.05,11.247506,11247.51
Petrol,liters,2991.52,6.910411,6910.41
Petrol,liters,6384.55,14.748311,14748.31
Petrol,liters,2888.64,6.672758,6672.76
Petrol,liters,2367.72,5.469433,5469.43
Petrol,liters,7307.84,16.88111,16881.11
Petrol,liters,412.85,0.953684,953.68
Petrol,liters,956.74,2.210069,2210.07
Petrol,liters,77.81,0.179741,179.74
Petrol,liters,1537.9,3.552549,3552.55
Petrol,liters,699.21,1.615175,1615.18
Petrol,liters,9958.07,23.003142,23003.14
Petrol,liters,2895.21,6.687935,6687.94
Petrol,liters,1501.19,3.467749,3467.75
Petrol,liters,2417.55,5.584541,5584.54
Petrol,liters,9361.89,21.625966,21625.97
Petrol,liters,5206.4,12.026784,12026.78
Petrol,liters,3654.53,8.441964,8441.96
Petrol,liters,8735.18,20.178266,20178.27
Petrol,liters,3955.95,9.138244,9138.24
Petrol,liters,3356.74,7.754069,7754.07
Petrol,liters,2080.75,4.806533,4806.53
Petrol,liters,3784.19,8.741479,8741.48
Petrol,liters,3173.68,7.331201,7331.2
Petrol,liters,6776.27,15.653184,15653.18
Petrol,liters,2902.93,6.705768,6705.77
Petrol,liters,5776.23,13.343091,13343.09
Petrol,liters,668.26,1.543681,1543.68
Petrol,liters,1920.98,4.437464,4437.46
Petrol,liters,4079.98,9.424754,9424.75
Petrol,liters,9370.12,21.644977,21644.98
Petrol,liters,3778.75,8.728912,8728.91
Petrol,liters,6644.1,15.347871,15347.87
Petrol,liters,2558.32,5.909719,5909.72
Petrol,liters,1279.07,2.954652,2954.65
Petrol,liters,594.78,1.373942,1373.94
Petrol,liters,3061.08,7.071095,7071.09
Petrol,liters,1585.03,3.661419,3661.42
Petrol,liters,1748.36,4.038712,4038.71
Petrol,liters,7609.99,17.579077,17579.08
Petrol,liters,168.22,0.388588,388.59
Petrol,liters,5582.52,12.895621,12895.62
Petrol,liters,3800.82,8.779894,8779.89
Petrol,liters,5070.43,11.712693,11712.69
Petrol,liters,5632.67,13.011468,13011.47
Petrol,liters,3140.54,7.254647,7254.65
Petrol,liters,2958.14,6.833303,6833.3
Petrol,liters,7336.68,16.947731,16947.73
Petrol,liters,8714.06,20.129479,20129.48
Petrol,liters,1933.89,4.467286,4467.29
Petrol,liters,985.21,2.275835,2275.84
Petrol,liters,8978.98,20.741444,20741.44
Petrol,liters,3505.46,8.097613,8097.61
Petrol,liters,5517.66,12.745795,12745.79
Petrol,liters,3601.84,8.32025,8320.25
Petrol,liters,1266.77,2.926239,2926.24
Petrol,liters,5897.42,13.62304,13623.04
Petrol,liters,5256.16,12.14173,12141.73
Petrol,liters,2037.91,4.707572,4707.57
Petrol,liters,4524.17,10.450833,10450.83
Petrol,liters,7971.51,18.414188,18414.19
Petrol,liters,5908.36,13.648312,13648.31
Petrol,liters,978.2,2.259642,2259.64
Petrol,liters,5484.73,12.669726,12669.73
Petrol,liters,7030.36,16.240132,16240.13
Petrol,liters,7929.11,18.316244,18316.24
Petrol,liters,6294.88,14.541173,14541.17
Petrol,liters,1535.06,3.545989,3545.99
Petrol,liters,7104.63,16.411695,16411.7
Petrol,liters,6776.65,15.654061,15654.06
Petrol,liters,254.02,0.586786,586.79
Petrol,liters,4123.36,9.524962,9524.96
Petrol,liters,3336.17,7.706553,7706.55
Petrol,liters,6697.43,15.471063,15471.06
Petrol,liters,2169.2,5.010852,5010.85
Petrol,liters,5912.81,13.658591,13658.59
Petrol,liters,9132.93,21.097068,21097.07
Petrol,liters,7980.05,18.433916,18433.92
Petrol,liters,9215.36,21.287482,21287.48
Petrol,liters,9785.27,22.603974,22603.97
Petrol,liters,116.59,0.269323,269.32
Petrol,liters,6231.19,14.394049,14394.05
Petrol,liters,4134.27,9.550164,9550.16
Petrol,liters,8599.95,19.865884,19865.88
Petrol,liters,2525.63,5.834205,5834.21
Petrol,liters,9810.48,22.662209,22662.21
Petrol,liters,6140.94,14.185571,14185.57
Petrol,liters,7937.44,18.335486,18335.49
Petrol,liters,865.14,1.998473,1998.47
Petrol,liters,1842.74,4.256729,4256.73
Petrol,liters,7586.45,17.5247,17524.7
Petrol,liters,229.65,0.530492,530.49
Petrol,liters,8170.61,18.874109,18874.11
Petrol,liters,149.35,0.344998,345.0
Petrol,liters,6574.62,15.187372,15187.37
Petrol,liters,3657.29,8.44834,8448.34
Petrol,liters,6118.83,14.134497,14134.5
Petrol,liters,6963.35,16.085339,16085.34
Petrol,liters,3431.33,7.926372,7926.37
Petrol,liters,1088.54,2.514527,2514.53
Petrol,liters,705.76,1.630306,1630.31
Petrol,liters,5893.47,13.613916,13613.92
Petrol,liters,5211.35,12.038219,12038.22
Petrol,liters,7424.59,17.150803,17150.8
Petrol,liters,5102.26,11.786221,11786.22
Petrol,liters,4230.23,9.771831,9771.83
Petrol,liters,3986.89,9.209716,9209.72
Petrol,liters,274.2,0.633402,633.4
Petrol,liters,3362.22,7.766728,7766.73
Petrol,liters,9760.44,22.546616,22546.62
Petrol,liters,8736.82,20.182054,20182.05
Petrol,liters,3300.49,7.624132,7624.13
Petrol,liters,5882.08,13.587605,13587.6
Petrol,liters,8474.49,19.576072,19576.07
Petrol,liters,4418.33,10.206342,10206.34
Petrol,liters,189.4,0.437514,437.51
Petrol,liters,754.36,1.742572,1742.57
Petrol,liters,5108.82,11.801374,11801.37
Petrol,liters,9694.7,22.394757,22394.76
Petrol,liters,6935.16,16.02022,16020.22
Petrol,liters,718.45,1.65962,1659.62
Petrol,liters,1901.72,4.392973,4392.97
Petrol,liters,7715.52,17.822851,17822.85
Petrol,liters,8415.98,19.440914,19440.91
Petrol,liters,6180.77,14.277579,14277.58
Petrol,liters,6447.79,14.894395,14894.39
Petrol,liters,293.09,0.677038,677.04
Petrol,liters,8287.02,19.143016,19143.02
Petrol,liters,7884.87,18.21405,18214.05
Petrol,liters,2597.76,6.000826,6000.83
Petrol,liters,7089.68,16.377161,16377.16
Petrol,liters,2156.4,4.981284,4981.28
Petrol,liters,412.9,0.953799,953.8
Petrol,liters,2019.35,4.664699,4664.7
Petrol,liters,1794.5,4.145295,4145.3
Petrol,liters,3384.1,7.817271,7817.27
Petrol,liters,4190.31,9.679616,9679.62
Petrol,liters,5090.3,11.758593,11758.59
Petrol,liters,4772.77,11.025099,11025.1
Petrol,liters,2714.04,6.269432,6269.43
Petrol,liters,301.41,0.696257,696.26
Petrol,liters,6054.97,13.986981,13986.98
Petrol,liters,3963.49,9.155662,9155.66
Petrol,liters,2993.73,6.915516,6915.52
Petrol,liters,8670.74,20.029409,20029.41
Petrol,liters,7469.97,17.255631,17255.63
Petrol,liters,8579.08,19.817675,19817.67
Petrol,liters,4954.88,11.445773,11445.77
Petrol,liters,1318.0,3.04458,3044.58
Petrol,liters,6965.25,16.089727,16089.73
Petrol,liters,2068.68,4.778651,4778.65
Petrol,liters,4417.88,10.205303,10205.3
Petrol,liters,659.36,1.523122,1523.12
Petrol,liters,8254.83,19.068657,19068.66
Petrol,liters,1268.15,2.929427,2929.43
Petrol,liters,9031.94,20.863781,20863.78
Petrol,liters,8643.66,19.966855,19966.85
Petrol,liters,4651.18,10.744226,10744.23
Petrol,liters,7446.24,17.200814,17200.81
Petrol,liters,6198.26,14.317981,14317.98
Petrol,liters,8032.73,18.555606,18555.61
Petrol,liters,4323.73,9.987816,9987.82
Petrol,liters,7860.23,18.157131,18157.13
Petrol,liters,4629.94,10.695161,10695.16
Petrol,liters,9410.25,21.737678,21737.68
Petrol,liters,4868.86,11.247067,11247.07
Petrol,liters,4631.57,10.698927,10698.93
Petrol,liters,7852.87,18.14013,18140.13
Petrol,liters,8217.56,18.982564,18982.56
Petrol,liters,5549.35,12.818999,12819.0
Petrol,liters,1806.18,4.172276,4172.28
Petrol,liters,4682.9,10.817499,10817.5
Petrol,liters,9681.04,22.363202,22363.2
Petrol,liters,7532.33,17.399682,17399.68
Petrol,liters,8113.51,18.742208,18742.21
Petrol,liters,337.93,0.780618,780.62
Petrol,liters,4683.92,10.819855,10819.86
Petrol,liters,6469.75,14.945123,14945.12
Petrol,liters,8302.03,19.177689,19177.69
Petrol,liters,502.24,1.160174,1160.17
Petrol,liters,8525.86,19.694737,19694.74
Petrol,liters,5488.53,12.678504,12678.5
Petrol,liters,1981.17,4.576503,4576.5
Petrol,liters,3179.38,7.344368,7344.37
Petrol,liters,2826.48,6.529169,6529.17
Petrol,liters,5313.28,12.273677,12273.68
Petrol,liters,526.34,1.215845,1215.85
Petrol,liters,1593.78,3.681632,3681.63
Petrol,liters,8128.8,18.777528,18777.53
Petrol,liters,1334.71,3.08318,3083.18
Petrol,liters,2341.63,5.409165,5409.17
Petrol,liters,4539.17,10.485483,10485.48
Petrol,liters,5176.04,11.956652,11956.65
Petrol,liters,7638.47,17.644866,17644.87
Petrol,liters,4478.85,10.346144,10346.14
Petrol,liters,7900.75,18.250733,18250.73
Petrol,liters,6187.28,14.292617,14292.62
Petrol,liters,1139.87,2.6331,2633.1
Petrol,liters,1571.75,3.630742,3630.74
Petrol,liters,4375.97,10.108491,10108.49
Petrol,liters,3974.93,9.182088,9182.09
Petrol,liters,7438.01,17.181803,17181.8
Petrol,liters,5811.56,13.424704,13424.7
Petrol,liters,3887.45,8.980009,8980.01
Petrol,liters,1715.9,3.963729,3963.73
Petrol,liters,2276.1,5.257791,5257.79
Petrol,liters,5759.26,13.303891,13303.89
Petrol,liters,4240.15,9.794746,9794.75
Petrol,liters,5154.13,11.90604,11906.04
Petrol,liters,1715.07,3.961812,3961.81
Petrol,liters,6632.43,15.320913,15320.91
Petrol,liters,8526.86,19.697047,19697.05
Petrol,liters,2586.82,5.975554,5975.55
Petrol,liters,4920.23,11.365731,11365.73
Petrol,liters,9755.52,22.535251,22535.25
Petrol,liters,3339.08,7.713275,7713.27
Petrol,liters,5954.51,13.754918,13754.92
Petrol,liters,911.06,2.104549,2104.55
Petrol,liters,6064.09,14.008048,14008.05
Petrol,liters,905.42,2.09152,2091.52
Petrol,liters,9592.76,22.159276,22159.28
Petrol,liters,7159.47,16.538376,16538.38
Petrol,liters,7883.72,18.211393,18211.39
Petrol,liters,7044.0,16.27164,16271.64
Petrol,liters,5901.39,13.632211,13632.21
Petrol,liters,4504.63,10.405695,10405.7
Petrol,liters,8585.15,19.831696,19831.7
Petrol,liters,9568.79,22.103905,22103.9
Petrol,liters,4995.37,11.539305,11539.3
Petrol,liters,9316.04,21.520052,21520.05
Petrol,liters,5837.5,13.484625,13484.62
Petrol,liters,5388.46,12.447343,12447.34
Petrol,liters,4550.28,10.511147,10511.15
Petrol,liters,2100.78,4.852802,4852.8
Petrol,liters,47.16,0.10894,108.94
Petrol,liters,2422.65,5.596322,5596.32
Petrol,liters,5102.13,11.78592,11785.92
Petrol,liters,3805.8,8.791398,8791.4
Petrol,liters,4490.37,10.372755,10372.75
Petrol,liters,9806.68,22.653431,22653.43
Petrol,liters,3509.22,8.106298,8106.3
Petrol,liters,4527.31,10.458086,10458.09
Petrol,liters,1343.82,3.104224,3104.22
Petrol,liters,489.1,1.129821,1129.82
Petrol,liters,7756.34,17.917145,17917.15
Petrol,liters,5711.12,13.192687,13192.69
Petrol,liters,7609.44,17.577806,17577.81
Petrol,liters,1507.13,3.48147,3481.47
Petrol,liters,5722.57,13.219137,13219.14
Petrol,liters,2543.89,5.876386,5876.39
Petrol,liters,2288.34,5.286065,5286.07
Petrol,liters,125.14,0.289073,289.07
Petrol,liters,1312.1,3.030951,3030.95
Petrol,liters,3099.59,7.160053,7160.05
Petrol,liters,1177.62,2.720302,2720.3
Petrol,liters,9858.73,22.773666,22773.67
Petrol,liters,3093.24,7.145384,7145.38
Petrol,liters,1311.94,3.030581,3030.58
Petrol,liters,1998.83,4.617297,4617.3
Petrol,liters,5881.16,13.58548,13585.48
Petrol,liters,649.79,1.501015,1501.01
Petrol,liters,8625.72,19.925413,19925.41
Petrol,liters,9615.38,22.211528,22211.53
Petrol,liters,2475.01,5.717273,5717.27
Petrol,liters,4506.45,10.409899,10409.9
Petrol,liters,231.12,0.533887,533.89
Petrol,liters,6410.7,14.808717,14808.72
Petrol,liters,4145.12,9.575227,9575.23
Petrol,liters,2707.88,6.255203,6255.2
Petrol,liters,2076.3,4.796253,4796.25
Petrol,liters,6543.69,15.115924,15115.92
Petrol,liters,4168.01,9.628103,9628.1
Petrol,liters,1804.8,4.169088,4169.09
Petrol,liters,6894.2,15.925602,15925.6
Petrol,liters,5655.07,13.063212,13063.21
Petrol,liters,8588.13,19.83858,19838.58
Petrol,liters,1183.58,2.73407,2734.07
Petrol,liters,7858.81,18.153851,18153.85
Petrol,liters,6738.43,15.565773,15565.77
Petrol,liters,1158.96,2.677198,2677.2
Petrol,liters,6951.26,16.057411,16057.41
Petrol,liters,4421.06,10.212649,10212.65
Petrol,liters,9450.4,21.830424,21830.42
Petrol,liters,1424.7,3.291057,3291.06
Petrol,liters,6431.91,14.857712,14857.71
Petrol,liters,3825.98,8.838014,8838.01
Petrol,liters,9568.58,22.10342,22103.42
Petrol,liters,3306.45,7.637899,7637.9
Petrol,liters,9622.24,22.227374,22227.37
Petrol,liters,9015.84,20.82659,20826.59
Petrol,liters,2711.13,6.26271,6262.71
Petrol,liters,8037.38,18.566348,18566.35
Petrol,liters,9956.09,22.998568,22998.57
Petrol,liters,2534.1,5.853771,5853.77
Petrol,liters,4373.4,10.102554,10102.55
Petrol,liters,5206.61,12.027269,12027.27
Petrol,liters,2956.36,6.829192,6829.19
Petrol,liters,162.5,0.375375,375.38
Petrol,liters,2209.09,5.102998,5103.0
Petrol,liters,2826.55,6.529331,6529.33
Petrol,liters,4441.56,10.260004,10260.0
Petrol,liters,1719.31,3.971606,3971.61
Petrol,liters,8733.81,20.175101,20175.1
Petrol,liters,7052.06,16.290259,16290.26
Petrol,liters,861.15,1.989256,1989.26
Petrol,liters,6504.42,15.02521,15025.21
Petrol,liters,6540.03,15.107469,15107.47
Petrol,liters,9562.65,22.089721,22089.72
Petrol,liters,40.18,0.092816,92.82
Petrol,liters,2486.85,5.744623,5744.62
Petrol,liters,9278.64,21.433658,21433.66
Petrol,liters,9322.02,21.533866,21533.87
Petrol,liters,7208.66,16.652005,16652.0
Petrol,liters,7659.98,17.694554,17694.55
Petrol,liters,923.91,2.134232,2134.23
Petrol,liters,5143.62,11.881762,11881.76
Petrol,liters,2323.51,5.367308,5367.31
Petrol,liters,1820.37,4.205055,4205.05
Petrol,liters,8104.93,18.722388,18722.39
Petrol,liters,1359.03,3.139359,3139.36
Petrol,liters,4691.83,10.838127,10838.13
Petrol,liters,9386.4,21.682584,21682.58
Petrol,liters,1866.46,4.311523,4311.52
Petrol,liters,9780.15,22.592146,22592.15
Petrol,liters,9942.94,22.968191,22968.19
Petrol,liters,5560.62,12.845032,12845.03
Petrol,liters,1709.73,3.949476,3949.48
Petrol,liters,3167.89,7.317826,7317.83
Petrol,liters,4250.68,9.819071,9819.07
Petrol,liters,3100.15,7.161347,7161.35
Petrol,liters,2813.55,6.499301,6499.3
Petrol,liters,9722.57,22.459137,22459.14
Petrol,liters,1542.11,3.562274,3562.27
Petrol,liters,7335.95,16.946044,16946.04
Petrol,liters,14.1,0.032571,32.57
Petrol,liters,5965.86,13.781137,13781.14
Petrol,liters,9160.27,21.160224,21160.22
Petrol,liters,2886.46,6.667723,6667.72
Petrol,liters,1863.4,4.304454,4304.45
Petrol,liters,6520.28,15.061847,15061.85
Petrol,liters,7128.89,16.467736,16467.74
Petrol,liters,6883.42,15.9007,15900.7
Petrol,liters,3199.98,7.391954,7391.95
Petrol,liters,2529.5,5.843145,5843.14
Petrol,liters,9559.63,22.082745,22082.75
Petrol,liters,9233.76,21.329986,21329.99
Petrol,liters,4578.59,10.576543,10576.54
Petrol,liters,8463.48,19.550639,19550.64
Petrol,liters,4528.71,10.46132,10461.32
Petrol,liters,4249.65,9.816691,9816.69
Petrol,liters,1576.06,3.640699,3640.7
Petrol,liters,4269.8,9.863238,9863.24
Petrol,liters,5378.8,12.425028,12425.03
Petrol,liters,234.82,0.542434,542.43
Petrol,liters,4446.69,10.271854,10271.85
Petrol,liters,7815.75,18.054382,18054.38
Petrol,liters,6803.66,15.716455,15716.45
Petrol,liters,6355.22,14.680558,14680.56
Petrol,liters,9096.46,21.012823,21012.82
Petrol,liters,190.14,0.439223,439.22
Petrol,liters,5574.91,12.878042,12878.04
Petrol,liters,7875.61,18.192659,18192.66
Petrol,liters,5417.94,12.515441,12515.44
Petrol,liters,3245.72,7.497613,7497.61
Petrol,liters,1371.14,3.167333,3167.33
Petrol,liters,8876.76,20.505316,20505.32
Petrol,liters,4712.92,10.886845,10886.85
Petrol,liters,8782.37,20.287275,20287.27
Petrol,liters,5862.66,13.542745,13542.74
Petrol,liters,6745.18,15.581366,15581.37
Petrol,liters,8044.57,18.582957,18582.96
Petrol,liters,6594.96,15.234358,15234.36
Petrol,liters,3986.57,9.208977,9208.98
Petrol,liters,5141.2,11.876172,11876.17
Petrol,liters,8032.42,18.55489,18554.89
Petrol,liters,3742.77,8.645799,8645.8
Petrol,liters,3887.33,8.979732,8979.73
Petrol,liters,965.94,2.231321,2231.32
Petrol,liters,9146.7,21.128877,21128.88
Petrol,liters,919.45,2.12393,2123.93
Petrol,liters,6485.61,14.981759,14981.76
Petrol,liters,4137.81,9.558341,9558.34
Petrol,liters,4062.14,9.383543,9383.54
Petrol,liters,6798.72,15.705043,15705.04
Petrol,liters,680.27,1.571424,1571.42
Petrol,liters,5941.12,13.723987,13723.99
Petrol,liters,7722.6,17.839206,17839.21
Petrol,liters,8283.85,19.135694,19135.69
Petrol,liters,1713.6,3.958416,3958.42
Petrol,liters,8975.22,20.732758,20732.76
Petrol,liters,6564.9,15.164919,15164.92
Petrol,liters,8819.73,20.373576,20373.58
Petrol,liters,4857.95,11.221864,11221.86
Petrol,liters,5424.91,12.531542,12531.54
Petrol,liters,9191.19,21.231649,21231.65
Petrol,liters,9000.1,20.790231,20790.23
Petrol,liters,4487.13,10.36527,10365.27
Petrol,liters,2751.38,6.355688,6355.69
Petrol,liters,3937.77,9.096249,9096.25
Petrol,liters,3883.77,8.971509,8971.51
Petrol,liters,2875.8,6.643098,6643.1
Petrol,liters,2693.11,6.221084,6221.08
Petrol,liters,8612.02,19.893766,19893.77
Petrol,liters,707.92,1.635295,1635.3
Petrol,liters,6779.34,15.660275,15660.28
Petrol,liters,1736.47,4.011246,4011.25
Petrol,liters,3451.61,7.973219,7973.22
Petrol,liters,624.81,1.443311,1443.31
Petrol,liters,2707.04,6.253262,6253.26
Petrol,liters,7686.53,17.755884,17755.88
Petrol,liters,8851.3,20.446503,20446.5
Petrol,liters,2223.06,5.135269,5135.27
Petrol,liters,4640.84,10.72034,10720.34
Petrol,liters,4708.54,10.876727,10876.73
Petrol,liters,8737.02,20.182516,20182.52
Petrol,liters,7630.36,17.626132,17626.13
Petrol,liters,5135.64,11.863328,11863.33
Petrol,liters,6710.76,15.501856,15501.86
Petrol,liters,8475.08,19.577435,19577.43
Petrol,liters,105.29,0.24322,243.22
Petrol,liters,4034.87,9.32055,9320.55
Petrol,liters,9073.36,20.959462,20959.46
Petrol,liters,7405.73,17.107236,17107.24
Petrol,liters,5432.99,12.550207,12550.21
Petrol,liters,5301.15,12.245656,12245.66
Petrol,liters,3484.22,8.048548,8048.55
Petrol,liters,5210.0,12.0351,12035.1
Petrol,liters,6557.28,15.147317,15147.32
Petrol,liters,4189.45,9.67763,9677.63
Petrol,liters,7144.39,16.503541,16503.54
Petrol,liters,8613.71,19.89767,19897.67
Petrol,liters,1555.3,3.592743,3592.74
Petrol,liters,4520.95,10.443395,10443.39
Petrol,liters,4086.12,9.438937,9438.94
Petrol,liters,6877.77,15.887649,15887.65
Petrol,liters,2506.18,5.789276,5789.28
Petrol,liters,6406.11,14.798114,14798.11
Petrol,liters,8776.12,20.272837,20272.84
Petrol,liters,4187.13,9.67227,9672.27
Petrol,liters,9111.05,21.046525,21046.53
Petrol,liters,9931.71,22.94225,22942.25
Petrol,liters,1069.86,2.471377,2471.38
Petrol,liters,2338.2,5.401242,5401.24
Petrol,liters,9504.29,21.95491,21954.91
Petrol,liters,9583.69,22.138324,22138.32
Petrol,liters,986.1,2.277891,2277.89
Petrol,liters,159.84,0.36923,369.23
Petrol,liters,1619.39,3.740791,3740.79
Petrol,liters,9960.17,23.007993,23007.99
Petrol,liters,1808.2,4.176942,4176.94
Petrol,liters,5030.45,11.62034,11620.34
Petrol,liters,8485.69,19.601944,19601.94
Petrol,liters,213.81,0.493901,493.9
Petrol,liters,6048.84,13.97282,13972.82
Petrol,liters,2777.48,6.415979,6415.98
Petrol,liters,8624.73,19.923126,19923.13
Petrol,liters,2841.78,6.564512,6564.51
Petrol,liters,6870.69,15.871294,15871.29
Petrol,liters,6745.45,15.581989,15581.99
Petrol,liters,2222.72,5.134483,5134.48
Petrol,liters,357.64,0.826148,826.15
Petrol,liters,4098.4,9.467304,9467.3
Petrol,liters,2899.04,6.696782,6696.78
Petrol,liters,8091.69,18.691804,18691.8
Petrol,liters,8005.64,18.493028,18493.03
Petrol,liters,4575.67,10.569798,10569.8
Petrol,liters,6069.06,14.019529,14019.53
Petrol,liters,6046.55,13.967531,13967.53
Petrol,liters,8273.31,19.111346,19111.35
Petrol,liters,4255.77,9.830829,9830.83
Petrol,liters,2761.71,6.37955,6379.55
Petrol,liters,2657.7,6.139287,6139.29
Petrol,liters,5366.56,12.396754,12396.75
Petrol,liters,4496.99,10.388047,10388.05
Petrol,liters,4406.81,10.179731,10179.73
Petrol,liters,920.46,2.126263,2126.26
Petrol,liters,7188.85,16.606244,16606.24
Petrol,liters,2145.23,4.955481,4955.48
Petrol,liters,1977.57,4.568187,4568.19
Petrol,liters,4133.46,9.548293,9548.29
Petrol,liters,2285.51,5.279528,5279.53
Petrol,liters,5842.74,13.496729,13496.73
Petrol,liters,3720.92,8.595325,8595.33
Petrol,liters,4494.63,10.382595,10382.6
Petrol,liters,5376.32,12.419299,12419.3
Petrol,liters,2043.32,4.720069,4720.07
Petrol,liters,1565.96,3.617368,3617.37
Petrol,liters,8805.41,20.340497,20340.5
Petrol,liters,4342.9,10.032099,10032.1
Petrol,liters,4126.82,9.532954,9532.95
Petrol,liters,365.77,0.844929,844.93
Petrol,liters,4984.78,11.514842,11514.84
Petrol,liters,5546.16,12.81163,12811.63
Petrol,liters,5592.82,12.919414,12919.41
Petrol,liters,7073.24,16.339184,16339.18
Petrol,liters,1783.04,4.118822,4118.82
Petrol,liters,2529.71,5.84363,5843.63
Petrol,liters,8109.2,18.732252,18732.25
Petrol,liters,9472.23,21.880851,21880.85
Petrol,liters,1367.97,3.160011,3160.01
Petrol,liters,4981.52,11.507311,11507.31
Petrol,liters,2149.62,4.965622,4965.62
Petrol,liters,610.13,1.4094,1409.4
Petrol,liters,3261.78,7.534712,7534.71
Petrol,liters,1445.44,3.338966,3338.97
Petrol,liters,7102.23,16.406151,16406.15
Petrol,liters,5341.92,12.339835,12339.84
Petrol,liters,1446.91,3.342362,3342.36
Petrol,liters,102.32,0.236359,236.36
Petrol,liters,8083.49,18.672862,18672.86
Petrol,liters,1770.18,4.089116,4089.12
Petrol,liters,6066.1,14.012691,14012.69
Petrol,liters,3375.85,7.798214,7798.21
Petrol,liters,5859.0,13.53429,13534.29
Petrol,liters,3163.38,7.307408,7307.41
Petrol,liters,878.53,2.029404,2029.4
Petrol,liters,2237.27,5.168094,5168.09
Petrol,liters,1888.71,4.36292,4362.92
Petrol,liters,4285.91,9.900452,9900.45
Petrol,liters,6586.25,15.214237,15214.24
